person	response
요실금으로 성인용 기저귀를 차고 다니게 되어서 불편해.	성인용 기저귀를 차고 돌아다녀서 힘드시겠어요.
요즘 기분도 안 좋았는데 산책도 하고 책에 나온 대로 따라하니까 마음이 한결 나아진 거 같아.	마음이 나아지신 거 같다니 다행이네요.
내가 갱년기 증후군이라고 의사가 오늘 말했어.	갑자기 그런 말을 들으면 당황스러우시겠어요.
마트에서 저녁 찬거리 사고 계산하려는데 돈이 부족해서 엄청 당황스러웠어. 창피하기도하고.	계산하려는데 결제금액이 부족하니 많이 당황하셨겠네요. 그래서 어떻게 하셨어요?
아버지가 갑자기 돌아가셨어.	갑자기 돌아가셔서 많이 충격받으셨겠네요.
나는 건강하게 살려면 무엇보다 운동만큼 중요한 게 없다고 생각해.	평소에 어떤 운동하시나요?
이젠 몸이 예전 같지 않아.	어디가 불편하신가요? 
오랫만에 펀드를 확인해봤는데 투자금이 반토막 나있더라고.	정말 충격적인 소식이네요.
종교의 힘이 크긴 큰가 봐.	무슨 일인지 자세히 말씀해주시겠어요?
내 병에 꼭 맞는 치료법이 나왔는데 아직 임상시험 중이라 나는 치료받을 수 없다는 거야.	임상시험 단계의 치료법을 사용할 수 없어 아쉬우신 거군요.
아내가 건강해져서 기분이 좋아.	행복하시겠네요.
당뇨 합병증 때문에 병원비가 많이 나가는 형편인데 급하다고 하는 아들의 빚을 갚아줬어.	아들을 위해 희생되셨네요. 복잡한 감정이 드시겠어요.
오늘 크게 화가 났어.	무슨 일이 있으셨나요?
아내의 기관지염이 다 나아서 애지중지하던 우리 집 강아지들을 다시 데려오려고 가는 길이라 기뻐.	애지중지하던 강아지들을 다시 데려오려고 하니 기쁘시군요.
희소병이 있어서 치료하느라 매우 힘들어.	혹시 어떤 부분에서 가장 힘든가요?
나이가 드니 사람 만나는게 두려워.	사람을 만나는걸 두려워하시는군요.
혈압이 요즘 너무 높아.	혈압이 높아서 걱정 많으시겠어요.
난 이 나이까지 재정 상태하나는 자신해.	정말 부럽군요. 비결이 무엇인가요?
은퇴하고 만성 질환으로 아파 돈이 떨어졌어.	돈이 떨어지셨나요.
손녀가 할머니를 더 좋아해서 속상해.	할머니를 좋아하는것도 귀엽지 않아요?
아내의 건강이 식이요법과 꾸준한 운동이면 큰 일이 없을거라서 기뻐.	건강에 큰일이 없어서 기쁘시군요.
아내가 죽기전 자신이 죽으면 내가 건강해질거라고 했어.	아내분이 약을 사놓으셨나요?
의사가 나한테 병이 있는데도 많이 건강하다 했어.	정말 다행이네요.
생각보다 병원비가 많이 나와서 혼란스러워.	병원비가 많이 드나요?
몸 아픈것도 서러운데 속상한게 이만저만 아니네	무슨 일 있으세요?
직장에서 내 기관지염 때문에 공기청정기를 구비해 주었다.	회사에서 배려해서 공기청정기 까지 구비해주시고 좋으시겠어요.
남편이 건강검진을 받았는데 이상이 있는 것 같아.	그렇군요. 어떤 문제가 있으신가요?
요즘 걱정거리도 없이 편안해.	어떤 일 때문에 마음이 편해지셨나요?
집을 구매해서 고향으로 내려가려고 했는데 역부족이었어.	안타까운 마음이 저한테까지 느껴지는 것 같네요.
요새 인간관계가 만족스러워.	그렇게 생각하시는 이유가 있나요?
너무 혼란스러워. 밝았던 친구가 우울증으로 자살했다는 것이 믿겨지지 않아.	친구 분이 갑작스럽게 우울증으로 돌아가셨다니 힘드시겠어요.
급하게 수술을 받았는데 생각보다 수술비가 많이 나왔어. 내가 가진 돈이 없어서 당황스러웠어.	예산보다 더 큰 수술비가 나와서 당황스러우셨겠어요.
돈에 환멸이 나.	그렇게 생각하시는 이유가 있나요?
밀린 병원비 때문에 걱정이 많았는데 친구가 아무 조건 없이 돈을 줘서 해결할 수 있었어. 이런 친구가 있어서 정말 행복해	친구가 아무 조건도 없이 병원비를 주셨군요. 정말 기쁘시겠어요.
나도 먹고싶은 음식을 다 먹고싶어.	먹고싶은 음식을 다 못 드셔서 속상하시군요.
퇴직하고 적적했는데 모임 들어가니까 너무 즐거워.	어떤 모임에 들어가셨나요?
암걸리고 나니까 사소한 것도 샘이나네.	어떤게 샘이 나시나요?
나이 들어서 몸이 아프니 남의 시선이 느껴지네.	남의 시선 의식하시나요.
나오늘 지금 너무 억울해.	무슨 일 있으셨어요?
나는 정말 관리를 잘 했다고 생각했어.	그런데 뭐가 안 좋게 나오셨나요?
가족들이 돈 때문이라며 재활치료를 받지 못하게 했는데 이제 몸이 잘 움직이지 않아.	돈 때문에 치료를 못하게 하셔서 정말 속상하시고 슬프시겠어요.
재산이 너무 많아서 관리하기 귀찮아. 칠십살이니 이런것도 다 귀찮아지네.	재산이 너무 많아도 문제군요?
요즘 일거리가 없어서 일을 못하고 있어.	일거리가 없어 일을 못하고 있군요.
친구가 절교 하자더군.	친구분과 다투셨나봐요.
재정적으로 버려진 기분이야.	왜 그러세요?
뇌출혈로 쓰러지고 나서 깨어나보니 아내가 내 옆에서 울고 있었어.	뇌출혈로  쓰러지셔서 아내분이 우실만 하네요.
가족들이 있는데 무릎이 너무 아팠어. 그런데 아픈 티를 내기 싫어서 참았어.	가족들 앞에서 갑자기 아파서 당황스러웠겠어요.
대체 저사람은 뭘 먹고 살기에 저렇게 건강할까? 난 저렇게 달리지 못 하겠어 무릎이 아파 난 저 사람이 부러워.	그렇군요. 건강하게 달리는 모습이 부러우신건가요?
죽음을 생각하면 방어적이게 돼.	그렇게 생각하시는 이유가 있나요?
일본에서 수술을 받고 오늘 막내딸이 귀국하는 날이라 정말 기뻐.	일본에서 수술을 받은 막내딸이 돌아와서 기쁘시군요.
건강상태를 보고 당황했어.	왜 그러세요?
얼마 전에 나의 친구가 병환으로 죽었어. 매우 슬퍼.	친구가 병환으로 죽어 매우 슬픈 상태이시군요.
이놈의 자식들은 끝까지 어미 속을 썩여요.	자식분들이 말은 잘 안 들으시나요?
아프니까 나가지도 못하고 찾아오는 사람도 없고 막막하네.	계속 집에만 계시는 것인가요?
아내가 병원을 갔다 왔는데 상황이 좋지 않아.	아내 분이 아프시군요. 어떤 상황일까요?
내가 사업을 하다가 병도 얻고 빚을 많이 졌어.	병도 얻고 빚이 많아 고민이시군요? 
돈을 모아 얼마 전에 넓은 평수로 이사를 해서 너무 뿌듯하고 기뻐.	축하해요. 넓은 평수로 이사하셔서 기분이 무척 좋으시겠어요.
건강에 자신 있었는데 어제 갑자기 한쪽귀에 이상이 생겨서 한쪽귀가 안들려. 열심히살아왔는데 배신당한느낌이야.	한쪽 귀가 안들리신다니 배신당한 느낌이시군요. 상심이 크시겠어요. 치료방법이 있지 않을까요?
건강 때문에 업무가 마비되서 짜증나.	건강 문제로 직장에서 힘드시겠어요.
젊을 때 돈을 벌어서 주거와 자식의 교육비에 쓰느라 나는 정말 모아 놓은 돈이 없어.	맞아요.요즘 사회에서 그게 문제가 되더라고요.
돈을 모을 수가 없어서 너무 우울해.	돈을 모을 수 없어서 우울하셨군요.
의사 선생님은 내가 운동을 열심히 안해서 살이쪘다고 하는데. 난 누구보다 열심히 운동했어.	운동을 열심히 했는데 의사선생님이 몰라주는군요.
내 돈만 믿고 일도 안하고 노는 큰아들이 너무 한심해.	아들이 놀기만해서 한심하다고 느끼시는군요.
나이만 먹고 수입은 없고 나가는 돈은 많고 앞으로 계속 어떻게 살아야 할지 막막해. 내 신세가 한심하고 화가 나.	고정수입이 없다보니  지출할 데는 많고 힘이 많이 드시는군요. 그럼 지금 어떻게 생활하시는지요?
내게 사기친 친구 일건이가 죽었어. 복수만이 내 목표였는데 어쩌지?	지인의 일로 혼란스러우시군요. 앞으로 어떻게 하실 건가요?
나만 일하는 것 같아서 억울해.	왜 그러세요?
왜 늙으면 돈 걱정을 벗어나지 못할까.	돈 걱정을 많이 하시나요.
자주 아프면서 죽음이 점점 두려워.	죽음이 두려워지시는군요.
아내가 검사를 받고 싶다고 했는데 난 약국에서 약만 사주다가 결국 큰 병으로 만들고 말았어.	마음이 많이 복잡하시겠어요.
노후 준비를 잘 해서 그런지 친구들과 골프를 치며 지내고 있어.	친구들과 잘 지내고 계시는군요.
건강에 대해 실망했어.	왜 그러세요?
나이가 드니까 사람을 대할 때 취약한 감정이 들어.	어떨 때 취약함을 느끼세요?
문소리만 나도 누가 오려나 기다리는 내가 참 슬프고 쓸쓸하네	많이 슬프고 쓸쓸하시겠어요.
주민 센터에 가면 친절한 직원이 있어서 기분이 좋아	친절한 직원 때문에 편안해서 기분이 좋으셨군요.
월세를 받은 것 같은데 통장에는 없네. 내가 다른 데 둔 기억도 없고.	받은 월세를 어디 두었는지 몰라서 혼란스러우신 것 같아요.
자녀에게 경제적으로 도움을 주고 싶은데 돈이 없어 나는 가슴이 아프고 슬퍼.	도움을 주고 싶은데 줄 수 없어서 갑갑하시군요.
은퇴해서 질병에 걸려도 연금이 나와서 걱정이없어.	연금이 나오신다니 재정에 대해 여유가 있으시니 삶이 느긋해지시겠어요.
시간이 지날수록 친구들의 연락이 뜸해지는 것 같네.	친구 관계를 계속 이어나가는 것은 힘든 일인 것 같아요.
요즘 문화센터를 못 나가니까 사람 만날 일이 없어서 우울해.	사람을 만나지 못해서 우울한 기분이 드시나 봐요. 이럴 때 기분이 조금 나아지게 할 방법이 있을까요?
내가 치매래. 나중에 남편까지 잊어버릴까 봐 두려워.	많이 걱정되시겠어요. 많이 심각하신가요?
당뇨가 집안 내력인지 건강했던 아들도 당뇨에 걸리고 말아 속상해.	많이 속상하시겠어요.
우울증에 걸린 며느리를 배려하느라 가만히 있었는데 며느리는 자기한테 관심이 없는 줄 알았대.	며느리를 배려하느라 가만히 있던 건데 며느리가 관심이 없는 줄 알았다고 해서 억울하시겠군요.
아들이 졸업하고 공부를 계속하고 싶다고 해서 고민이야.	아드님이 졸업 후 공부를 계속하려고 해서 고민이 되는군요. 조금 자세히 말씀해 주시겠어요?
나도 돈이 많았더라면 좋은 치료를 빨리 받을 수 있을까?	돈과 치료때문에 근심이 많아보이세요.
내 조카가 어릴 때 친할아버지가 돌아가셨는데 얼마나 슬퍼하던지. 갑자기 생각이 나네!	더 자세히 이야기해 주실래요?
오늘 건강검진 결과가 나왔는데 열 살이나 몸건강 상태가 어리데.	너무 좋으시겠어요. 비결이 뭔가요?
돈을 안 모은게 후회돼.	돈이 필요하세요?
나도 만성질환이 있다보니까 걱정이 이만저만이 아니네.	건강이 걱정되시나요?
관절염 때문에 내가 천천히 걸어가는 게 아내 눈엔 답답해 보이겠지만 어쩔 수가 없어.	관절염 때문에 많이 불편하시겠어요.
나이가 들고 병이들다보니 다른사람이 나를 기쁘게 해주는일이 많아서 너무 기뻐 .	아 그렇군요 지금 감정이 너무 기쁘시군요 . 그럼 어떻게 이 감정을 유지 할 생각이세요?
노후 대비 어떻게 하고 있어?	저는 그냥 적금 들고 있어요. 언니는요?
일흔인데 대인관계가 부끄러워.	무슨 일인가요?
주식이 생각만큼 많이 오르지 않았어.	주식을 하시는군요. 어떤 용도로 주식을 하시는 거예요?
정년퇴직 후 만성질환으로 고생하고 있어.	많이 힘드시겠네요.
몸이 아파서 일을 못하게 생겼는데 아직 갚아야할 대출금이 너무 많아서 괴롭구만.	몸이 아파 일은 못하고 대출금은 많이 남아서 괴로우셨군요.
요즘 거동이 불편해서 혼자 화장실 가는 것도 힘들어.	건강이 좋지 않아서 힘드시군요.
사고 싶은 집이 있는데 대출 금리가 너무 높아.	대출 금리가 높아 속상한 기분을 느끼셨을 것 같아요.
나이가 들면 들수록 건강이 제일 중요한 것 같애.	어째서 그런 생각을 하시나요.
나는 관절염으로 지팡이를 짚는데 친구는 멀쩡히 두 다리로 잘도 걷더라고.	친구 분과 달리 혼자만 지팡이를 짚으셔서 씁쓸하시겠어요.
아팠던 친구가 건강을 찾았어.	그거 참 다행이네요.
마트에 가서 장을 봤더니 조금만사도 비용이 너무 많이 나오는 것 같애.	장보기 비용이 너무 많이 나와서 속상하시군요. 어떻게 비용을 줄일 수 있을까요?
정정하다는 말을 들을 때마다 기분이 좋아.	정정하다는 말을 들으셔서 기분이 좋으시겠어요.
다른 할머니들 죽었다는 얘기들을 때마다 나도 언젠간 죽을 것이라는 생각에 겁이 나네.	한없이 작아지는 거 같고 겁도 나고 여러 가지 생각이 드실 거라 생각해요.
